Datetime,HA_open,HA_high,HA_low,HA_close,max_high,max_low,trand-line,Symbol,Qty,position,Buy/Sell,Entry Price,Exit Price,strategy_returns,returns
2023-05-31 09:15:00+05:30,44213.900390625,44332.55078125,44086.0,44211.587890625,,,44086.0,Bank,25,1,Buy,44211.587890625,0,0.0,500000.0
2023-05-31 09:30:00+05:30,44212.744140625,44212.744140625,44064.0,44098.9990234375,,,44086.0,,,,,,,0.0,500000.0
2023-05-31 09:45:00+05:30,44155.87158203125,44155.87158203125,44056.05078125,44093.7998046875,,,44086.0,,,,,,,0.0,500000.0
2023-05-31 10:00:00+05:30,44124.835693359375,44156.6015625,44098.8984375,44120.474609375,,,44086.0,,,,,,,0.0,500000.0
2023-05-31 10:15:00+05:30,44122.65515136719,44134.8984375,44058.3515625,44097.625,,,44086.0,,,,,,,0.0,500000.0
2023-05-31 10:30:00+05:30,44110.140075683594,44110.140075683594,44052.94921875,44071.5869140625,,,44086.0,Bank,25,0,Buy_Exit,0.0,44071.5869140625,-3500.0244140625,496499.9755859375
2023-05-31 10:45:00+05:30,44090.86349487305,44118.19921875,44054.1484375,44086.4248046875,,,44086.0,Bank,25,1,Buy,44086.4248046875,0,0.0,496499.9755859375
2023-05-31 11:00:00+05:30,44088.64414978027,44153.80078125,44088.64414978027,44126.26171875,,,44086.0,,,,,,,0.0,496499.9755859375
2023-05-31 11:15:00+05:30,44107.45293426514,44152.25,44084.0,44114.30078125,,,44086.0,,,,,,,0.0,496499.9755859375
2023-05-31 11:30:00+05:30,44110.87685775757,44110.87685775757,44003.6015625,44051.5498046875,,44003.6015625,44086.0,Bank,25,0,Buy_Exit,0.0,44051.5498046875,-871.875,495628.1005859375
2023-05-31 11:45:00+05:30,44081.213331222534,44081.213331222534,43890.55078125,43969.6630859375,,43890.55078125,44081.213331222534,Bank,25,-1,Sell,43969.6630859375,0,0.0,495628.1005859375
2023-05-31 12:00:00+05:30,44025.43820858002,44025.43820858002,43939.3984375,43957.875,,43890.55078125,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 12:15:00+05:30,43991.65660429001,43991.65660429001,43918.1015625,43944.2255859375,,43890.55078125,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 12:30:00+05:30,43967.941095113754,43967.941095113754,43858.5,43913.4755859375,,43858.5,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 12:45:00+05:30,43940.70834052563,43940.75,43836.1484375,43903.1865234375,,43836.1484375,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 13:00:00+05:30,43921.94743198156,43921.94743198156,43844.05078125,43874.7255859375,,43836.1484375,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 13:15:00+05:30,43898.33650895953,43919.0,43824.75,43877.8876953125,,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 13:30:00+05:30,43888.112102136016,43942.3984375,43873.94921875,43910.4365234375,,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 13:45:00+05:30,43899.27431278676,43921.30078125,43851.1484375,43890.69921875,,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 14:00:00+05:30,43894.98676576838,43910.05078125,43846.5,43881.9375,,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 14:15:00+05:30,43888.46213288419,43941.75,43870.19921875,43910.287109375,,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 14:30:00+05:30,43899.374621129595,43979.25,43899.374621129595,43947.025390625,43979.25,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 14:45:00+05:30,43923.2000058773,43998.80078125,43923.2000058773,43972.67578125,43998.80078125,43824.75,44081.213331222534,,,,,,,0.0,495628.1005859375
2023-05-31 15:00:00+05:30,43947.93789356365,44204.75,43947.93789356365,44070.5869140625,44204.75,43824.75,43947.93789356365,Bank,25,0,Sell_exit,0.0,44070.5869140625,-2523.095703125,493105.0048828125
2023-05-31 15:15:00+05:30,44009.262403813074,44265.55078125,44009.262403813074,44163.525390625,44265.55078125,43824.75,43947.93789356365,Bank,25,1,Buy,44163.525390625,0,0.0,493105.0048828125
2023-06-01 09:15:00+05:30,44086.39389721904,44172.05078125,43978.3984375,44076.212890625,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 09:30:00+05:30,44081.30339392202,44087.05078125,43972.19921875,44023.125,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 09:45:00+05:30,44052.21419696101,44148.05078125,44041.0,44084.150390625,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 10:00:00+05:30,44068.182293793005,44114.8515625,44059.8515625,44086.0009765625,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 10:15:00+05:30,44077.091635177756,44108.6015625,44035.55078125,44075.0380859375,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 10:30:00+05:30,44076.06486055763,44132.1484375,44069.6484375,44097.4736328125,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 10:45:00+05:30,44086.769246685064,44119.8984375,44079.3984375,44101.2744140625,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 11:00:00+05:30,44094.02183037378,44115.69921875,44054.69921875,44095.923828125,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 11:15:00+05:30,44094.97282924939,44124.05078125,44071.8984375,44096.212890625,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 11:30:00+05:30,44095.5928599372,44114.0,44063.55078125,44091.3251953125,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 11:45:00+05:30,44093.45902762485,44141.80078125,44085.94921875,44106.6875,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 12:00:00+05:30,44100.073263812425,44101.55078125,44043.8984375,44075.1748046875,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 12:15:00+05:30,44087.624034249966,44126.1484375,44045.1015625,44090.375,44265.55078125,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 12:30:00+05:30,44088.99951712498,44164.0,44088.99951712498,44130.837890625,44164.0,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 12:45:00+05:30,44109.918703874995,44128.19921875,44081.44921875,44111.0126953125,44164.0,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 13:00:00+05:30,44110.46569959375,44143.6015625,44105.25,44125.150390625,44164.0,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 13:15:00+05:30,44117.80804510937,44171.1015625,44114.69921875,44145.150390625,44171.1015625,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 13:30:00+05:30,44131.479217867185,44177.94921875,44131.479217867185,44152.9873046875,44177.94921875,43824.75,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 13:45:00+05:30,44142.233261277346,44149.55078125,44020.8984375,44087.0244140625,44177.94921875,44020.8984375,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 14:00:00+05:30,44114.62883766992,44114.62883766992,44000.05078125,44028.9375,44177.94921875,44000.05078125,43947.93789356365,,,,,,,0.0,493105.0048828125
2023-06-01 14:15:00+05:30,44071.78316883496,44071.78316883496,43927.30078125,43989.5751953125,44177.94921875,43927.30078125,44071.78316883496,Bank,25,0,Buy_Exit,0.0,43989.5751953125,-4348.7548828125,488756.25
2023-06-01 14:30:00+05:30,44030.67918207373,44030.67918207373,43923.8984375,43968.5751953125,44177.94921875,43923.8984375,44071.78316883496,Bank,25,-1,Sell,43968.5751953125,0,0.0,488756.25
2023-06-01 14:45:00+05:30,43999.62718869311,43999.62718869311,43910.0,43941.625,44177.94921875,43910.0,44071.78316883496,,,,,,,0.0,488756.25
2023-06-01 15:00:00+05:30,43970.62609434656,43970.62609434656,43812.44921875,43881.3125,44177.94921875,43812.44921875,43970.62609434656,,,,,,,0.0,488756.25
2023-06-01 15:15:00+05:30,43925.96929717328,43925.96929717328,43708.25,43773.287109375,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,488756.25
2023-06-02 09:15:00+05:30,43849.628203274144,44039.8984375,43849.628203274144,43974.962890625,44177.94921875,43708.25,43925.96929717328,Bank,25,0,Sell_exit,0.0,43974.962890625,-159.6923828125,488596.5576171875
2023-06-02 09:30:00+05:30,43912.29554694957,44007.3984375,43912.29554694957,43974.162109375,44177.94921875,43708.25,43925.96929717328,Bank,25,1,Buy,43974.162109375,0,0.0,488596.5576171875
2023-06-02 09:45:00+05:30,43943.22882816229,44011.6484375,43879.69921875,43941.76171875,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,488596.5576171875
2023-06-02 10:00:00+05:30,43942.495273456145,43942.495273456145,43825.3515625,43865.9248046875,44177.94921875,43708.25,43925.96929717328,Bank,25,0,Buy_Exit,0.0,43865.9248046875,-2705.9326171875,485890.625
2023-06-02 10:15:00+05:30,43904.210039071826,43904.210039071826,43813.6484375,43842.9501953125,44177.94921875,43708.25,43925.96929717328,Bank,25,-1,Sell,43842.9501953125,0,0.0,485890.625
2023-06-02 10:30:00+05:30,43873.58011719216,43905.19921875,43838.80078125,43865.775390625,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,485890.625
2023-06-02 10:45:00+05:30,43869.67775390858,43936.30078125,43869.6484375,43899.412109375,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,485890.625
2023-06-02 11:00:00+05:30,43884.544931641794,43935.05078125,43882.44921875,43914.8125,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,485890.625
2023-06-02 11:15:00+05:30,43899.6787158209,43938.80078125,43892.6015625,43921.763671875,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,485890.625
2023-06-02 11:30:00+05:30,43910.721193847945,43997.8515625,43910.55078125,43948.2255859375,44177.94921875,43708.25,43925.96929717328,Bank,25,0,Sell_exit,0.0,43948.2255859375,-2631.884765625,483258.740234375
2023-06-02 11:45:00+05:30,43929.47338989272,43988.19921875,43929.47338989272,43969.30078125,44177.94921875,43708.25,43925.96929717328,Bank,25,1,Buy,43969.30078125,0,0.0,483258.740234375
2023-06-02 12:00:00+05:30,43949.38708557136,43995.3515625,43949.38708557136,43977.1123046875,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,483258.740234375
2023-06-02 12:15:00+05:30,43963.24969512943,43976.1484375,43936.05078125,43960.76171875,44177.94921875,43708.25,43925.96929717328,,,,,,,0.0,483258.740234375
2023-06-02 12:30:00+05:30,43962.005706939715,44005.6015625,43957.94921875,43975.125,44005.6015625,43708.25,43925.96929717328,,,,,,,0.0,483258.740234375
2023-06-02 12:45:00+05:30,43968.56535346986,43999.94921875,43968.56535346986,43982.1748046875,44005.6015625,43708.25,43925.96929717328,,,,,,,0.0,483258.740234375
2023-06-02 13:00:00+05:30,43975.37007907868,44061.1484375,43958.3515625,44011.2744140625,44061.1484375,43708.25,43958.3515625,,,,,,,0.0,483258.740234375
2023-06-02 13:15:00+05:30,43993.32224657059,44071.75,43993.32224657059,44049.7744140625,44071.75,43708.25,43958.3515625,,,,,,,0.0,483258.740234375
2023-06-02 13:30:00+05:30,44021.548330316546,44074.6484375,44021.548330316546,44057.912109375,44074.6484375,43708.25,43958.3515625,,,,,,,0.0,483258.740234375
2023-06-02 13:45:00+05:30,44039.73021984578,44088.8984375,44017.69921875,44053.287109375,44088.8984375,43708.25,43958.3515625,,,,,,,0.0,483258.740234375
2023-06-02 14:00:00+05:30,44046.50866461039,44072.0,43935.1484375,44003.5869140625,44088.8984375,43935.1484375,43958.3515625,,,,,,,0.0,483258.740234375
2023-06-02 14:15:00+05:30,44025.047789336444,44025.047789336444,43840.1484375,43916.2373046875,44088.8984375,43840.1484375,44025.047789336444,Bank,25,0,Buy_Exit,0.0,43916.2373046875,-1326.5869140625,481932.1533203125
2023-06-02 14:30:00+05:30,43970.64254701197,43970.64254701197,43844.30078125,43889.13671875,44088.8984375,43840.1484375,44025.047789336444,Bank,25,-1,Sell,43889.13671875,0,0.0,481932.1533203125
2023-06-02 14:45:00+05:30,43929.889632880986,43947.80078125,43860.80078125,43908.1005859375,44088.8984375,43840.1484375,44025.047789336444,,,,,,,0.0,481932.1533203125
2023-06-02 15:00:00+05:30,43918.99510940924,44020.75,43918.99510940924,43964.037109375,44088.8984375,43840.1484375,44025.047789336444,,,,,,,0.0,481932.1533203125
2023-06-02 15:15:00+05:30,43941.51610939212,43961.3515625,43852.30078125,43911.1630859375,44088.8984375,43840.1484375,44025.047789336444,,,,,,,0.0,481932.1533203125
2023-06-05 09:15:00+05:30,43926.33959766481,44217.5,43926.33959766481,44157.724609375,44217.5,43840.1484375,43926.33959766481,Bank,25,0,Sell_exit,0.0,44157.724609375,-6714.697265625,475217.4560546875
2023-06-05 09:30:00+05:30,44042.0321035199,44215.94921875,44042.0321035199,44187.275390625,44217.5,43840.1484375,43926.33959766481,Bank,25,1,Buy,44187.275390625,0,0.0,475217.4560546875
2023-06-05 09:45:00+05:30,44114.65374707245,44245.69921875,44114.65374707245,44215.13671875,44245.69921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 10:00:00+05:30,44164.89523291122,44238.30078125,44164.89523291122,44212.400390625,44245.69921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 10:15:00+05:30,44188.64781176811,44230.0,44185.80078125,44200.2626953125,44245.69921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 10:30:00+05:30,44194.455253540305,44194.455253540305,44151.94921875,44173.5625,44245.69921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 10:45:00+05:30,44184.00887677015,44212.55078125,44165.94921875,44186.9375,44245.69921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 11:00:00+05:30,44185.473188385076,44254.69921875,44185.473188385076,44224.7744140625,44254.69921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 11:15:00+05:30,44205.12380122379,44261.94921875,44205.12380122379,44250.5615234375,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 11:30:00+05:30,44227.842662330644,44260.05078125,44207.0,44236.3251953125,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 11:45:00+05:30,44232.08392882157,44232.08392882157,44187.6015625,44205.6123046875,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 12:00:00+05:30,44218.84811675454,44218.84811675454,44158.8515625,44192.1875,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 12:15:00+05:30,44205.51780837727,44220.3515625,44171.80078125,44201.0380859375,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 12:30:00+05:30,44203.27794715739,44207.80078125,44182.6484375,44198.9375,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 12:45:00+05:30,44201.107723578694,44226.1484375,44194.80078125,44210.3994140625,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 13:00:00+05:30,44205.7535688206,44223.55078125,44165.8515625,44198.9375,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 13:15:00+05:30,44202.3455344103,44245.8984375,44174.8515625,44205.1123046875,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 13:30:00+05:30,44203.7289195489,44223.69921875,44195.30078125,44212.0625,44261.94921875,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 13:45:00+05:30,44207.89570977445,44251.1484375,44200.1015625,44227.7001953125,44251.1484375,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 14:00:00+05:30,44217.79795254348,44265.25,44182.6015625,44223.6376953125,44265.25,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 14:15:00+05:30,44220.71782392799,44220.71782392799,44168.5,44195.4873046875,44265.25,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 14:30:00+05:30,44208.102564307745,44213.05078125,44173.5,44188.92578125,44265.25,43840.1484375,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 14:45:00+05:30,44198.51417277887,44198.51417277887,44122.25,44160.787109375,44265.25,44122.25,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 15:00:00+05:30,44179.650641076936,44179.650641076936,44075.69921875,44125.1875,44265.25,44075.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-05 15:15:00+05:30,44152.41907053847,44152.41907053847,44078.19921875,44112.150390625,44265.25,44075.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 09:15:00+05:30,44132.284730581734,44181.94921875,44101.25,44154.7373046875,44265.25,44075.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 09:30:00+05:30,44143.51101763462,44187.0,44131.3984375,44162.2744140625,44265.25,44075.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 09:45:00+05:30,44152.89271584856,44165.75,44084.1484375,44126.57421875,44265.25,44075.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 10:00:00+05:30,44139.73346729928,44139.73346729928,44064.19921875,44093.224609375,44265.25,44064.19921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 10:15:00+05:30,44116.479038337144,44116.479038337144,44054.0,44072.1748046875,44265.25,44054.0,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 10:30:00+05:30,44094.32692151232,44094.32692151232,44055.8984375,44072.724609375,44265.25,44054.0,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 10:45:00+05:30,44083.52576544366,44095.30078125,44027.0,44059.474609375,44265.25,44027.0,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 11:00:00+05:30,44071.50018740933,44071.50018740933,44011.0,44036.224609375,44265.25,44011.0,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 11:15:00+05:30,44053.862398392164,44072.55078125,44009.69921875,44047.462890625,44265.25,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 11:30:00+05:30,44050.662644508586,44083.0,44050.662644508586,44067.375,44265.25,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 11:45:00+05:30,44059.01882225429,44104.30078125,44057.3515625,44077.42578125,44265.25,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 12:00:00+05:30,44068.22230175215,44102.05078125,44066.44921875,44083.9130859375,44265.25,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 12:15:00+05:30,44076.06769384482,44106.1484375,44069.80078125,44091.19921875,44265.25,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 12:30:00+05:30,44083.63345629741,44126.6484375,44081.30078125,44101.5126953125,44126.6484375,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 12:45:00+05:30,44092.573075804954,44109.5,44054.05078125,44087.7373046875,44126.6484375,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 13:00:00+05:30,44090.15519024622,44108.19921875,44078.30078125,44094.087890625,44126.6484375,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 13:15:00+05:30,44092.12154043561,44098.44921875,44060.69921875,44084.4873046875,44126.6484375,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 13:30:00+05:30,44088.30442256156,44129.0,44077.1484375,44098.8125,44129.0,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
2023-06-06 13:45:00+05:30,44093.55846128078,44136.44921875,44093.30078125,44116.0751953125,44136.44921875,44009.69921875,43926.33959766481,,,,,,,0.0,475217.4560546875
