Date,HA_open,HA_high,HA_low,HA_close,max_high,max_low,trand-line,Symbol,Qty,position,Buy/Sell,Entry Price,Exit Price,strategy_returns,returns
2023-06-06T13:00:00+0530,44090.1552756359,44108.2,44078.3,44094.087499999994,44250.5625,44036.225,44011.0,,,,,,,0.0,521643.7500000002
2023-06-06T13:15:00+0530,44092.12138781795,44098.45,44060.7,44084.4875,44250.5625,44036.225,44011.0,,,,,,,0.0,521643.7500000002
2023-06-06T13:30:00+0530,44088.30444390897,44129.0,44077.15,44098.8125,44250.5625,44036.225,44011.0,,,,,,,0.0,521643.7500000002
2023-06-06T13:45:00+0530,44093.558471954486,44136.1,44093.3,44115.9875,44250.5625,44036.225,44011.0,,,,,,,0.0,521643.7500000002
2023-06-06T14:00:00+0530,44104.772985977244,44126.9,44069.75,44098.6875,44250.5625,44036.225,44011.0,,,,,,,0.0,521643.7500000002
2023-06-06T14:15:00+0530,44101.73024298862,44101.73024298862,44057.7,44077.1625,44250.5625,44036.225,44011.0,,,,,,,0.0,521643.7500000002
2023-06-06T14:30:00+0530,44089.44637149431,44096.15,44036.1,44063.6875,44250.5625,44063.6875,44036.1,,,,,,,0.0,521643.7500000002
2023-06-06T14:45:00+0530,44076.566935747156,44103.5,44036.75,44065.625,44250.5625,44063.6875,44036.1,,,,,,,0.0,521643.7500000002
2023-06-06T15:00:00+0530,44071.09596787358,44233.95,44071.09596787358,44154.262500000004,44250.5625,44063.6875,44036.1,,,,,,,0.0,521643.7500000002
2023-06-06T15:15:00+0530,44112.6792339368,44235.9,44112.6792339368,44211.9375,44250.5625,44063.6875,44036.1,,,,,,,0.0,521643.7500000002
2023-06-07T09:15:00+0530,44162.3083669684,44345.8,44162.3083669684,44290.75,44290.75,44063.6875,44345.8,Bank,25,0,Buy_Exit,0.0,44290.75,6082.1875000001455,527725.9375000003
2023-06-07T09:30:00+0530,44226.5291834842,44315.45,44226.5291834842,44282.05,44290.75,44063.6875,44345.8,Bank,25,-1,Sell,44282.05,0,0.0,527725.9375000003
2023-06-07T09:45:00+0530,44254.2895917421,44292.75,44238.7,44271.762500000004,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T10:00:00+0530,44263.026045871055,44273.05,44236.0,44259.7125,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T10:15:00+0530,44261.369272935524,44277.25,44251.8,44265.4,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T10:30:00+0530,44263.38463646776,44276.4,44198.9,44237.649999999994,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T10:45:00+0530,44250.51731823388,44250.51731823388,44173.95,44196.0,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T11:00:00+0530,44223.25865911694,44225.75,44180.0,44203.175,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T11:15:00+0530,44213.21682955847,44227.4,44165.7,44192.675,44290.75,44063.6875,44345.8,,,,,,,0.0,527725.9375000003
2023-06-07T11:30:00+0530,44202.94591477924,44202.94591477924,44153.35,44165.3375,44290.75,44165.3375,44153.35,Bank,25,0,Sell_exit,0.0,44165.3375,2917.8125000000364,530643.7500000003
2023-06-07T11:45:00+0530,44184.141707389615,44184.3,44153.15,44166.7375,44290.75,44165.3375,44153.35,Bank,25,1,Buy,44166.7375,0,0.0,530643.7500000003
2023-06-07T12:00:00+0530,44175.43960369481,44185.35,44148.65,44165.837499999994,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T12:15:00+0530,44170.6385518474,44206.55,44157.05,44179.425,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T12:30:00+0530,44175.0317759237,44225.6,44175.0317759237,44204.8875,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T12:45:00+0530,44189.959637961845,44239.55,44189.959637961845,44217.6125,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T13:00:00+0530,44203.786068980924,44230.1,44192.05,44210.3625,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T13:15:00+0530,44207.07428449046,44224.15,44185.1,44204.71250000001,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T13:30:00+0530,44205.893392245234,44206.6,44148.9,44179.45,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T13:45:00+0530,44192.67169612262,44194.05,44166.05,44180.037500000006,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T14:00:00+0530,44186.35459806131,44221.35,44168.05,44188.725000000006,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T14:15:00+0530,44187.53979903066,44237.7,44164.25,44201.799999999996,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T14:30:00+0530,44194.66989951533,44236.5,44191.35,44223.212499999994,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T14:45:00+0530,44208.94119975766,44259.4,44208.94119975766,44241.0,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T15:00:00+0530,44224.97059987883,44286.0,44224.97059987883,44266.12499999999,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-07T15:15:00+0530,44245.547799939406,44293.45,44245.547799939406,44278.9375,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T09:15:00+0530,44262.2426499697,44279.05,44208.3,44240.6125,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T09:30:00+0530,44251.42757498485,44305.3,44251.42757498485,44279.8625,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T09:45:00+0530,44265.64503749243,44384.1,44265.64503749243,44334.875,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T10:00:00+0530,44300.260018746216,44435.75,44300.260018746216,44392.25,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T10:15:00+0530,44346.25500937311,44452.05,44346.25500937311,44417.0125,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T10:30:00+0530,44381.633754686554,44450.2,44381.633754686554,44422.9625,44290.75,44165.3375,44153.35,,,,,,,0.0,530643.7500000003
2023-06-08T10:45:00+0530,44402.29812734328,44458.15,44402.29812734328,44440.4125,44440.4125,44165.3375,44458.15,Bank,25,0,Buy_Exit,0.0,44440.4125,6841.874999999891,537485.6250000002
2023-06-08T11:00:00+0530,44421.35531367164,44444.6,44415.05,44433.274999999994,44440.4125,44165.3375,44458.15,Bank,25,-1,Sell,44433.274999999994,0,0.0,537485.6250000002
2023-06-08T11:15:00+0530,44427.315156835815,44443.9,44404.0,44425.6625,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T11:30:00+0530,44426.4888284179,44452.55,44378.5,44409.6875,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T11:45:00+0530,44418.08816420895,44418.08816420895,44298.5,44349.1875,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T12:00:00+0530,44383.637832104476,44383.637832104476,44254.6,44291.1,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T12:15:00+0530,44337.36891605223,44337.36891605223,44251.2,44284.925,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T12:30:00+0530,44311.14695802612,44311.14695802612,44209.9,44265.087499999994,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T12:45:00+0530,44288.117229013056,44288.117229013056,44240.85,44271.675,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T13:00:00+0530,44279.896114506526,44290.25,44214.05,44258.9125,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T13:15:00+0530,44269.404307253266,44280.2,44222.7,44252.375,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T13:30:00+0530,44260.88965362663,44289.25,44210.8,44261.1375,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T13:45:00+0530,44261.01357681332,44348.9,44261.01357681332,44311.9875,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T14:00:00+0530,44286.50053840666,44347.0,44172.9,44270.9625,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T14:15:00+0530,44278.73151920333,44278.73151920333,44184.9,44215.0125,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T14:30:00+0530,44246.87200960166,44248.2,44193.8,44219.05,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T14:45:00+0530,44232.96100480083,44232.96100480083,44048.15,44145.537500000006,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T15:00:00+0530,44189.24925240042,44189.24925240042,43964.0,44027.9375,44440.4125,44165.3375,44458.15,,,,,,,0.0,537485.6250000002
2023-06-08T15:15:00+0530,44108.59337620021,44108.59337620021,43918.1,43979.3625,44440.4125,43979.3625,43918.1,Bank,25,0,Sell_exit,0.0,43979.3625,11347.812499999782,548833.4375
2023-06-09T09:15:00+0530,44043.977938100106,44117.6,43998.05,44055.7375,44440.4125,43979.3625,43918.1,Bank,25,1,Buy,44055.7375,0,0.0,548833.4375
2023-06-09T09:30:00+0530,44049.85771905005,44083.85,43934.5,44020.262500000004,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T09:45:00+0530,44035.06010952503,44177.65,43997.6,44086.2375,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T10:00:00+0530,44060.64880476252,44218.05,44060.64880476252,44171.5625,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T10:15:00+0530,44116.10565238126,44177.65,44115.9,44142.737499999996,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T10:30:00+0530,44129.42157619062,44171.75,44107.1,44134.274999999994,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T10:45:00+0530,44131.84828809531,44158.55,44111.65,44135.700000000004,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T11:00:00+0530,44133.77414404765,44166.8,44075.25,44127.137500000004,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T11:15:00+0530,44130.455822023825,44165.6,44130.455822023825,44144.675,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T11:30:00+0530,44137.565411011914,44157.65,44103.55,44131.4,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T11:45:00+0530,44134.48270550596,44169.5,44123.35,44143.100000000006,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T12:00:00+0530,44138.79135275298,44179.45,44138.65,44159.0625,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T12:15:00+0530,44148.92692637649,44167.85,44128.6,44152.65,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T12:30:00+0530,44150.78846318825,44199.25,44089.95,44133.925,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T12:45:00+0530,44142.356731594125,44142.356731594125,44030.5,44066.024999999994,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T13:00:00+0530,44104.19086579706,44104.19086579706,44031.95,44067.125,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T13:15:00+0530,44085.65793289853,44108.35,44021.85,44061.9,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T13:30:00+0530,44073.77896644927,44076.95,44020.7,44044.425,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T13:45:00+0530,44059.10198322464,44080.5,43978.95,44029.487499999996,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T14:00:00+0530,44044.29474161232,44044.29474161232,43973.7,43996.0625,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T14:15:00+0530,44020.17862080616,44020.17862080616,43954.35,43980.575000000004,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T14:30:00+0530,44000.37681040308,44066.65,43974.05,44003.12500000001,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T14:45:00+0530,44001.750905201545,44021.55,43962.25,43993.0,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T15:00:00+0530,43997.37545260077,44018.75,43970.8,43997.2625,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-09T15:15:00+0530,43997.31897630038,44010.0,43970.9,43991.137500000004,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-12T09:15:00+0530,43994.228238150194,44092.2,43922.5,44009.9875,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-12T09:30:00+0530,44002.1078690751,44053.95,43960.5,43997.325,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-12T09:45:00+0530,43999.71643453755,44018.3,43940.5,43978.9125,44440.4125,43979.3625,43918.1,,,,,,,0.0,548833.4375
2023-06-12T10:00:00+0530,43989.31446726878,43993.6,43949.8,43971.09999999999,44440.4125,43971.09999999999,43949.8,,,,,,,0.0,548833.4375
2023-06-12T10:15:00+0530,43980.207233634384,44029.1,43961.1,43994.2,44440.4125,43971.09999999999,43949.8,,,,,,,0.0,548833.4375
2023-06-12T10:30:00+0530,43987.20361681719,44038.5,43979.9,44006.6375,44440.4125,43971.09999999999,43949.8,,,,,,,0.0,548833.4375
2023-06-12T10:45:00+0530,43996.920558408594,44010.85,43974.1,43990.55,44440.4125,43971.09999999999,43949.8,,,,,,,0.0,548833.4375
